,votes,eevp,eevp_source,timestamp,state,expected_votes,vote_share_rep,vote_share_dem,vote_share_trd
1872,1534000,84,edison,2020-11-04T05:11:33Z,iowa,1725000,0.522,0.459,0
1873,1538813,84,edison,2020-11-04T05:14:00Z,iowa,1725000,0.522,0.459,0
1874,1539185,84,edison,2020-11-04T05:14:45Z,iowa,1725000,0.522,0.459,0
1875,1543675,85,edison,2020-11-04T05:16:44Z,iowa,1725000,0.523,0.458,0
1876,1544446,85,edison,2020-11-04T05:17:51Z,iowa,1725000,0.523,0.458,0
1877,1569289,86,edison,2020-11-04T05:18:01Z,iowa,1725000,0.525,0.456,0
1878,1569296,86,edison,2020-11-04T05:18:27Z,iowa,1725000,0.525,0.456,0
1879,1570162,86,edison,2020-11-04T05:19:29Z,iowa,1725000,0.525,0.456,0
1880,1570459,86,edison,2020-11-04T05:19:36Z,iowa,1725000,0.525,0.456,0
1881,1574814,86,edison,2020-11-04T05:20:22Z,iowa,1725000,0.526,0.455,0
1882,1575604,86,edison,2020-11-04T05:23:34Z,iowa,1725000,0.526,0.455,0
1883,1580915,87,edison,2020-11-04T05:24:10Z,iowa,1725000,0.527,0.454,0
1884,1590844,87,edison,2020-11-04T05:26:25Z,iowa,1725000,0.528,0.453,0
1885,1590860,87,edison,2020-11-04T05:28:50Z,iowa,1725000,0.528,0.453,0
1886,1590874,87,edison,2020-11-04T05:28:59Z,iowa,1725000,0.528,0.453,0
1887,1597232,88,edison,2020-11-04T05:34:42Z,iowa,1725000,0.527,0.454,0
1888,1598751,88,edison,2020-11-04T05:35:40Z,iowa,1725000,0.527,0.454,0
1889,1649223,90,edison,2020-11-04T05:38:37Z,iowa,1725000,0.523,0.457,0
1890,1649225,90,edison,2020-11-04T05:43:27Z,iowa,1725000,0.523,0.457,0
1891,1649266,90,edison,2020-11-04T05:45:35Z,iowa,1725000,0.523,0.457,0
1892,1654052,91,edison,2020-11-04T05:47:36Z,iowa,1725000,0.524,0.457,0
1893,1660751,91,edison,2020-11-04T05:53:35Z,iowa,1725000,0.525,0.456,0
1894,1669884,92,edison,2020-11-04T05:58:51Z,iowa,1725000,0.525,0.455,0
1895,1673021,92,edison,2020-11-04T05:59:49Z,iowa,1725000,0.526,0.455,0
1896,1673519,92,edison,2020-11-04T06:04:24Z,iowa,1725000,0.526,0.455,0
1897,1673715,92,edison,2020-11-04T06:13:23Z,iowa,1725000,0.526,0.455,0
1898,1677639,92,edison,2020-11-04T06:27:48Z,iowa,1725000,0.526,0.454,0
1899,1686601,92,edison,2020-11-04T10:15:47Z,iowa,1725000,0.527,0.454,0
1900,1686601,92,edison,2020-11-04T21:43:29Z,iowa,1725000,0.531,0.449,0
1901,1686617,92,edison,2020-11-04T21:45:47Z,iowa,1725000,0.531,0.449,0
1902,1686626,92,edison,2020-11-05T21:11:37Z,iowa,1725000,0.531,0.449,0
1903,1686671,92,edison,2020-11-05T22:08:38Z,iowa,1725000,0.531,0.449,0
1904,1686672,92,edison,2020-11-05T22:15:37Z,iowa,1725000,0.531,0.449,0
1905,1686724,92,edison,2020-11-05T22:56:36Z,iowa,1725000,0.531,0.449,0
1906,1686729,92,edison,2020-11-06T13:33:34Z,iowa,1725000,0.531,0.449,0
1907,1686747,92,edison,2020-11-06T14:42:41Z,iowa,1725000,0.531,0.449,0
1908,1686755,92,edison,2020-11-06T14:56:42Z,iowa,1725000,0.531,0.449,0
1909,1686757,92,edison,2020-11-06T15:57:46Z,iowa,1725000,0.531,0.449,0
1910,1686761,92,edison,2020-11-06T16:15:36Z,iowa,1725000,0.531,0.449,0
1911,1686784,92,edison,2020-11-06T16:26:37Z,iowa,1725000,0.531,0.449,0
1912,1686797,92,edison,2020-11-06T17:15:38Z,iowa,1725000,0.531,0.449,0
1913,1686813,92,edison,2020-11-06T17:23:37Z,iowa,1725000,0.531,0.449,0
1914,1686816,92,edison,2020-11-06T17:54:37Z,iowa,1725000,0.531,0.449,0
1915,1686824,92,edison,2020-11-06T18:35:37Z,iowa,1725000,0.531,0.449,0
1916,1686825,92,edison,2020-11-06T19:57:36Z,iowa,1725000,0.531,0.449,0
1917,1686826,92,edison,2020-11-06T21:24:39Z,iowa,1725000,0.531,0.449,0
1918,1686951,92,edison,2020-11-06T22:13:28Z,iowa,1725000,0.531,0.449,0
1919,1686959,92,edison,2020-11-06T22:17:02Z,iowa,1725000,0.531,0.449,0
1920,1686968,92,edison,2020-11-06T22:26:38Z,iowa,1725000,0.531,0.449,0
1921,1686491,92,edison,2020-11-07T20:13:57Z,iowa,1725000,0.531,0.449,0
1922,1686491,98,edison,2020-11-08T16:21:48Z,iowa,1725000,0.531,0.449,0
1923,1686492,98,edison,2020-11-09T13:26:58Z,iowa,1725000,0.531,0.449,0
1924,1686541,98,edison,2020-11-09T13:35:11Z,iowa,1725000,0.531,0.449,0
1925,1686591,98,edison,2020-11-09T13:37:56Z,iowa,1725000,0.531,0.449,0
1926,1686620,98,edison,2020-11-09T14:00:45Z,iowa,1725000,0.531,0.449,0
1927,1686621,98,edison,2020-11-09T16:35:38Z,iowa,1725000,0.531,0.449,0
1928,1686624,98,edison,2020-11-09T16:43:37Z,iowa,1725000,0.531,0.449,0
1929,1686642,98,edison,2020-11-09T16:52:37Z,iowa,1725000,0.531,0.449,0
1930,1686648,98,edison,2020-11-09T16:53:37Z,iowa,1725000,0.531,0.449,0
1931,1686655,98,edison,2020-11-09T17:04:37Z,iowa,1725000,0.531,0.449,0
1932,1686663,98,edison,2020-11-09T17:16:37Z,iowa,1725000,0.531,0.449,0
1933,1686669,98,edison,2020-11-09T17:22:37Z,iowa,1725000,0.531,0.449,0
1934,1686671,98,edison,2020-11-09T18:09:37Z,iowa,1725000,0.531,0.449,0
1935,1686673,98,edison,2020-11-09T18:37:37Z,iowa,1725000,0.531,0.449,0
1936,1686678,98,edison,2020-11-09T18:42:36Z,iowa,1725000,0.531,0.449,0
1937,1686713,98,edison,2020-11-09T20:12:39Z,iowa,1725000,0.531,0.449,0
1938,1686731,98,edison,2020-11-09T20:26:37Z,iowa,1725000,0.531,0.449,0
1939,1686736,98,edison,2020-11-09T20:30:39Z,iowa,1725000,0.531,0.449,0
1940,1686743,98,edison,2020-11-09T20:32:39Z,iowa,1725000,0.531,0.449,0
1941,1686791,98,edison,2020-11-09T20:43:38Z,iowa,1725000,0.531,0.449,0
1942,1686811,98,edison,2020-11-09T20:47:37Z,iowa,1725000,0.531,0.449,0
1943,1686820,98,edison,2020-11-09T21:00:42Z,iowa,1725000,0.531,0.449,0
1944,1686823,98,edison,2020-11-09T21:01:37Z,iowa,1725000,0.531,0.449,0
1945,1686843,98,edison,2020-11-09T22:03:38Z,iowa,1725000,0.531,0.449,0
1946,1686855,98,edison,2020-11-09T22:21:36Z,iowa,1725000,0.531,0.449,0
1947,1686861,98,edison,2020-11-09T22:42:40Z,iowa,1725000,0.531,0.449,0
1948,1686869,98,edison,2020-11-09T22:51:38Z,iowa,1725000,0.531,0.449,0
1949,1686882,98,edison,2020-11-09T23:24:37Z,iowa,1725000,0.531,0.449,0
1950,1686889,98,edison,2020-11-09T23:38:38Z,iowa,1725000,0.531,0.449,0
1951,1686892,98,edison,2020-11-09T23:40:38Z,iowa,1725000,0.531,0.449,0
1952,0,0,edison,2020-11-04T09:59:24Z,idaho,875000,0.0,0.0,0
1953,156,0,edison,2020-11-04T04:06:38Z,idaho,875000,0.923,0.064,0
1954,188816,24,edison,2020-11-04T04:12:48Z,idaho,875000,0.431,0.543,0
1955,216665,28,edison,2020-11-04T04:17:15Z,idaho,875000,0.453,0.52,0
1956,226808,29,edison,2020-11-04T04:22:02Z,idaho,875000,0.465,0.509,0
1957,240828,31,edison,2020-11-04T04:22:17Z,idaho,875000,0.473,0.501,0
1958,241935,31,edison,2020-11-04T04:27:56Z,idaho,875000,0.474,0.5,0
1959,266020,34,edison,2020-11-04T04:30:05Z,idaho,875000,0.477,0.496,0
1960,325904,42,edison,2020-11-04T04:35:29Z,idaho,875000,0.51,0.463,0
1961,337439,44,edison,2020-11-04T04:41:38Z,idaho,875000,0.514,0.458,0
1962,349697,45,edison,2020-11-04T04:42:54Z,idaho,875000,0.52,0.451,0
1963,389318,50,edison,2020-11-04T04:46:54Z,idaho,875000,0.528,0.444,0
1964,397863,51,edison,2020-11-04T04:49:57Z,idaho,875000,0.523,0.449,0
1965,402853,52,edison,2020-11-04T04:51:56Z,idaho,875000,0.527,0.445,0
1966,403164,52,edison,2020-11-04T04:54:14Z,idaho,875000,0.527,0.445,0
1967,403226,52,edison,2020-11-04T04:56:17Z,idaho,875000,0.527,0.445,0
1968,411577,53,edison,2020-11-04T04:56:42Z,idaho,875000,0.53,0.442,0
1969,423685,55,edison,2020-11-04T04:58:08Z,idaho,875000,0.537,0.434,0
1970,426878,55,edison,2020-11-04T05:00:00Z,idaho,875000,0.539,0.432,0
1971,428570,55,edison,2020-11-04T05:02:23Z,idaho,875000,0.54,0.431,0
1972,437347,56,edison,2020-11-04T05:04:31Z,idaho,875000,0.543,0.428,0
1973,441291,57,edison,2020-11-04T05:04:50Z,idaho,875000,0.544,0.427,0
1974,443962,57,edison,2020-11-04T05:08:28Z,idaho,875000,0.545,0.426,0
1975,457833,59,edison,2020-11-04T05:11:23Z,idaho,875000,0.545,0.427,0
1976,463519,60,edison,2020-11-04T05:14:13Z,idaho,875000,0.547,0.424,0
1977,464481,60,edison,2020-11-04T05:19:45Z,idaho,875000,0.548,0.424,0
1978,466322,60,edison,2020-11-04T05:21:16Z,idaho,875000,0.549,0.422,0
1979,471060,61,edison,2020-11-04T05:23:54Z,idaho,875000,0.551,0.42,0
1980,483216,62,edison,2020-11-04T05:24:16Z,idaho,875000,0.557,0.415,0
1981,486302,63,edison,2020-11-04T05:26:38Z,idaho,875000,0.557,0.414,0
1982,497101,64,edison,2020-11-04T05:28:18Z,idaho,875000,0.561,0.41,0
1983,497108,64,edison,2020-11-04T05:38:06Z,idaho,875000,0.561,0.41,0
1984,499097,64,edison,2020-11-04T05:41:49Z,idaho,875000,0.562,0.409,0
1985,507085,65,edison,2020-11-04T05:45:28Z,idaho,875000,0.566,0.405,0
1986,513398,66,edison,2020-11-04T05:46:21Z,idaho,875000,0.568,0.403,0
1987,518119,67,edison,2020-11-04T05:51:52Z,idaho,875000,0.569,0.402,0
1988,519840,67,edison,2020-11-04T05:52:23Z,idaho,875000,0.569,0.401,0
1989,521519,67,edison,2020-11-04T05:58:24Z,idaho,875000,0.57,0.4,0
1990,568784,73,edison,2020-11-04T05:59:56Z,idaho,875000,0.584,0.386,0
1991,584848,75,edison,2020-11-04T06:01:35Z,idaho,875000,0.586,0.384,0
1992,605155,78,edison,2020-11-04T06:04:13Z,idaho,875000,0.588,0.381,0
1993,609427,79,edison,2020-11-04T06:05:46Z,idaho,875000,0.591,0.379,0
1994,617568,80,edison,2020-11-04T06:06:39Z,idaho,875000,0.593,0.376,0
1995,625403,81,edison,2020-11-04T06:20:12Z,idaho,875000,0.596,0.373,0
1996,640976,83,edison,2020-11-04T06:22:48Z,idaho,875000,0.6,0.369,0
1997,655538,85,edison,2020-11-04T06:27:48Z,idaho,875000,0.604,0.365,0
1998,655708,85,edison,2020-11-04T06:32:34Z,idaho,875000,0.604,0.365,0
1999,656067,85,edison,2020-11-04T06:38:45Z,idaho,875000,0.604,0.365,0
2000,658653,85,edison,2020-11-04T06:42:26Z,idaho,875000,0.605,0.364,0
2001,660066,85,edison,2020-11-04T06:57:43Z,idaho,875000,0.605,0.364,0
2002,665410,86,edison,2020-11-04T06:58:29Z,idaho,875000,0.607,0.362,0
2003,671666,87,edison,2020-11-04T07:05:59Z,idaho,875000,0.609,0.36,0
2004,679536,88,edison,2020-11-04T07:07:44Z,idaho,875000,0.61,0.359,0
2005,691693,89,edison,2020-11-04T07:11:17Z,idaho,875000,0.613,0.356,0
2006,698175,90,edison,2020-11-04T07:21:47Z,idaho,875000,0.614,0.355,0
2007,728507,94,edison,2020-11-04T07:31:54Z,idaho,875000,0.62,0.349,0
2008,728988,94,edison,2020-11-04T07:32:44Z,idaho,875000,0.62,0.349,0
2009,730817,94,edison,2020-11-04T07:36:46Z,idaho,875000,0.62,0.349,0
2010,731057,94,edison,2020-11-04T07:44:21Z,idaho,875000,0.62,0.349,0
2011,731394,94,edison,2020-11-04T07:48:41Z,idaho,875000,0.62,0.349,0
2012,736147,95,edison,2020-11-04T08:05:05Z,idaho,875000,0.622,0.347,0
2013,755733,98,edison,2020-11-04T08:06:49Z,idaho,875000,0.626,0.342,0
2014,785273,99,edison,2020-11-04T08:41:49Z,idaho,875000,0.622,0.347,0
2015,799548,99,edison,2020-11-04T08:41:54Z,idaho,875000,0.625,0.344,0
2016,815347,99,edison,2020-11-04T09:02:51Z,idaho,875000,0.629,0.34,0
2017,820319,99,edison,2020-11-04T09:28:46Z,idaho,875000,0.63,0.339,0
2018,832234,99,edison,2020-11-04T10:11:49Z,idaho,875000,0.629,0.339,0
2019,837301,99,edison,2020-11-04T11:01:51Z,idaho,875000,0.631,0.338,0
2020,837318,99,edison,2020-11-04T15:09:34Z,idaho,875000,0.631,0.338,0
2021,862232,99,edison,2020-11-05T01:18:12Z,idaho,875000,0.637,0.332,0
2022,862986,99,edison,2020-11-06T15:33:07Z,idaho,875000,0.637,0.332,0
2023,867971,99,edison,2020-11-06T15:33:35Z,idaho,875000,0.638,0.331,0
2024,0,0,edison,2020-11-04T09:51:24Z,illinois,6100000,0.0,0.0,0
2025,17859,0,edison,2020-11-04T01:08:08Z,illinois,6100000,0.83,0.135,0
2026,224064,4,edison,2020-11-04T01:33:59Z,illinois,6100000,0.41,0.572,0
2027,265204,4,edison,2020-11-04T01:34:10Z,illinois,6100000,0.433,0.547,0
2028,319199,5,edison,2020-11-04T01:36:52Z,illinois,6100000,0.424,0.557,0
2029,319301,5,edison,2020-11-04T01:40:09Z,illinois,6100000,0.424,0.557,0
2030,491966,8,edison,2020-11-04T01:41:01Z,illinois,6100000,0.413,0.568,0
2031,499552,8,edison,2020-11-04T01:41:21Z,illinois,6100000,0.415,0.566,0
2032,524046,8,edison,2020-11-04T01:44:59Z,illinois,6100000,0.427,0.553,0
2033,525266,8,edison,2020-11-04T01:50:40Z,illinois,6100000,0.428,0.553,0
2034,534799,9,edison,2020-11-04T01:51:22Z,illinois,6100000,0.429,0.551,0
2035,547442,9,edison,2020-11-04T01:52:13Z,illinois,6100000,0.435,0.545,0
2036,547448,9,edison,2020-11-04T01:52:47Z,illinois,6100000,0.435,0.545,0
2037,547706,9,edison,2020-11-04T01:57:22Z,illinois,6100000,0.435,0.545,0
2038,603585,10,edison,2020-11-04T01:59:15Z,illinois,6100000,0.429,0.551,0
2039,632842,10,edison,2020-11-04T01:59:23Z,illinois,6100000,0.426,0.554,0
2040,657795,11,edison,2020-11-04T01:59:36Z,illinois,6100000,0.426,0.554,0
2041,694599,11,edison,2020-11-04T02:00:19Z,illinois,6100000,0.411,0.569,0
2042,694831,11,edison,2020-11-04T02:00:53Z,illinois,6100000,0.411,0.569,0
2043,696130,11,edison,2020-11-04T02:01:23Z,illinois,6100000,0.411,0.569,0
2044,697253,11,edison,2020-11-04T02:03:30Z,illinois,6100000,0.412,0.568,0
2045,702946,11,edison,2020-11-04T02:04:56Z,illinois,6100000,0.413,0.567,0
2046,703542,11,edison,2020-11-04T02:06:20Z,illinois,6100000,0.413,0.567,0
2047,704579,11,edison,2020-11-04T02:07:40Z,illinois,6100000,0.413,0.567,0
2048,804676,13,edison,2020-11-04T02:07:53Z,illinois,6100000,0.412,0.569,0
2049,805480,13,edison,2020-11-04T02:09:50Z,illinois,6100000,0.412,0.568,0
2050,814912,13,edison,2020-11-04T02:10:58Z,illinois,6100000,0.415,0.566,0
2051,820145,13,edison,2020-11-04T02:11:39Z,illinois,6100000,0.416,0.564,0
2052,822301,13,edison,2020-11-04T02:12:24Z,illinois,6100000,0.417,0.563,0
2053,825078,13,edison,2020-11-04T02:13:13Z,illinois,6100000,0.418,0.562,0
2054,826290,13,edison,2020-11-04T02:14:08Z,illinois,6100000,0.419,0.562,0
2055,831805,13,edison,2020-11-04T02:14:43Z,illinois,6100000,0.42,0.56,0
2056,897811,14,edison,2020-11-04T02:15:00Z,illinois,6100000,0.4,0.581,0
2057,900305,14,edison,2020-11-04T02:16:15Z,illinois,6100000,0.401,0.58,0
2058,906093,15,edison,2020-11-04T02:17:31Z,illinois,6100000,0.403,0.578,0
2059,925948,15,edison,2020-11-04T02:17:59Z,illinois,6100000,0.406,0.574,0
2060,932757,15,edison,2020-11-04T02:22:03Z,illinois,6100000,0.409,0.572,0
2061,934371,15,edison,2020-11-04T02:22:52Z,illinois,6100000,0.409,0.571,0
2062,935879,15,edison,2020-11-04T02:25:46Z,illinois,6100000,0.41,0.571,0
2063,944415,15,edison,2020-11-04T02:26:19Z,illinois,6100000,0.412,0.569,0
2064,945725,15,edison,2020-11-04T02:26:42Z,illinois,6100000,0.412,0.569,0
2065,946302,15,edison,2020-11-04T02:28:30Z,illinois,6100000,0.412,0.568,0
2066,952442,15,edison,2020-11-04T02:28:56Z,illinois,6100000,0.413,0.567,0
2067,998936,16,edison,2020-11-04T02:29:49Z,illinois,6100000,0.413,0.568,0
2068,1000261,16,edison,2020-11-04T02:30:30Z,illinois,6100000,0.413,0.568,0
2069,1001870,16,edison,2020-11-04T02:30:51Z,illinois,6100000,0.413,0.567,0
2070,1003178,16,edison,2020-11-04T02:31:00Z,illinois,6100000,0.414,0.567,0
2071,1012148,16,edison,2020-11-04T02:32:04Z,illinois,6100000,0.415,0.565,0
2072,1016773,16,edison,2020-11-04T02:33:19Z,illinois,6100000,0.417,0.563,0
2073,1017519,16,edison,2020-11-04T02:35:56Z,illinois,6100000,0.417,0.563,0
2074,1023783,16,edison,2020-11-04T02:37:05Z,illinois,6100000,0.42,0.561,0
2075,1024055,16,edison,2020-11-04T02:37:52Z,illinois,6100000,0.42,0.561,0
2076,1026375,16,edison,2020-11-04T02:38:19Z,illinois,6100000,0.421,0.56,0
2077,1038239,17,edison,2020-11-04T02:38:25Z,illinois,6100000,0.425,0.556,0
2078,1038248,17,edison,2020-11-04T02:39:27Z,illinois,6100000,0.425,0.556,0
2079,1038849,17,edison,2020-11-04T02:39:39Z,illinois,6100000,0.425,0.556,0
2080,1044925,17,edison,2020-11-04T02:39:56Z,illinois,6100000,0.426,0.554,0
2081,1045872,17,edison,2020-11-04T02:40:32Z,illinois,6100000,0.426,0.554,0
2082,1046548,17,edison,2020-11-04T02:40:51Z,illinois,6100000,0.427,0.554,0
2083,1063659,17,edison,2020-11-04T02:42:02Z,illinois,6100000,0.431,0.549,0
2084,1065831,17,edison,2020-11-04T02:42:50Z,illinois,6100000,0.432,0.548,0
2085,1081614,17,edison,2020-11-04T02:43:12Z,illinois,6100000,0.434,0.546,0
2086,1084821,17,edison,2020-11-04T02:45:16Z,illinois,6100000,0.435,0.545,0
2087,1090865,17,edison,2020-11-04T02:45:53Z,illinois,6100000,0.437,0.544,0
2088,1091254,17,edison,2020-11-04T02:46:16Z,illinois,6100000,0.437,0.543,0
2089,1092810,18,edison,2020-11-04T02:47:08Z,illinois,6100000,0.438,0.543,0
2090,1133275,18,edison,2020-11-04T02:47:21Z,illinois,6100000,0.429,0.551,0
2091,1134228,18,edison,2020-11-04T02:48:27Z,illinois,6100000,0.429,0.551,0
2092,1158486,19,edison,2020-11-04T02:48:50Z,illinois,6100000,0.434,0.546,0
2093,1223274,20,edison,2020-11-04T02:49:05Z,illinois,6100000,0.442,0.539,0
2094,1262673,20,edison,2020-11-04T02:50:21Z,illinois,6100000,0.44,0.541,0
2095,1263833,20,edison,2020-11-04T02:53:12Z,illinois,6100000,0.44,0.541,0
2096,1283245,21,edison,2020-11-04T02:53:22Z,illinois,6100000,0.441,0.54,0
2097,1285231,21,edison,2020-11-04T02:53:44Z,illinois,6100000,0.442,0.539,0
2098,1289451,21,edison,2020-11-04T02:54:04Z,illinois,6100000,0.443,0.538,0
2099,1294357,21,edison,2020-11-04T02:54:55Z,illinois,6100000,0.444,0.537,0
2100,1297979,21,edison,2020-11-04T02:55:10Z,illinois,6100000,0.444,0.536,0
2101,1298941,21,edison,2020-11-04T02:55:34Z,illinois,6100000,0.444,0.536,0
2102,1331622,21,edison,2020-11-04T02:55:48Z,illinois,6100000,0.45,0.53,0
2103,1341106,21,edison,2020-11-04T02:56:42Z,illinois,6100000,0.451,0.529,0
2104,1341943,22,edison,2020-11-04T02:57:08Z,illinois,6100000,0.451,0.529,0
2105,1343185,22,edison,2020-11-04T02:57:45Z,illinois,6100000,0.451,0.529,0
2106,1611583,26,edison,2020-11-04T02:59:08Z,illinois,6100000,0.404,0.577,0
2107,1614652,26,edison,2020-11-04T02:59:31Z,illinois,6100000,0.405,0.576,0
2108,1623200,26,edison,2020-11-04T02:59:58Z,illinois,6100000,0.407,0.574,0
2109,1641826,26,edison,2020-11-04T03:00:39Z,illinois,6100000,0.409,0.572,0
2110,1644188,26,edison,2020-11-04T03:03:17Z,illinois,6100000,0.41,0.571,0
2111,1658273,27,edison,2020-11-04T03:03:58Z,illinois,6100000,0.413,0.569,0
2112,1662505,27,edison,2020-11-04T03:05:20Z,illinois,6100000,0.414,0.568,0
2113,1664107,27,edison,2020-11-04T03:05:46Z,illinois,6100000,0.414,0.567,0
2114,1684526,27,edison,2020-11-04T03:06:26Z,illinois,6100000,0.417,0.565,0
2115,1685182,27,edison,2020-11-04T03:06:47Z,illinois,6100000,0.417,0.565,0
2116,1700680,27,edison,2020-11-04T03:07:17Z,illinois,6100000,0.419,0.563,0
2117,1766841,28,edison,2020-11-04T03:08:09Z,illinois,6100000,0.407,0.543,0
2118,1772655,28,edison,2020-11-04T03:09:46Z,illinois,6100000,0.408,0.542,0
2119,1775615,28,edison,2020-11-04T03:10:12Z,illinois,6100000,0.409,0.541,0
2120,1778497,29,edison,2020-11-04T03:10:21Z,illinois,6100000,0.409,0.541,0
2121,1780583,29,edison,2020-11-04T03:10:58Z,illinois,6100000,0.409,0.541,0
2122,1785887,29,edison,2020-11-04T03:11:51Z,illinois,6100000,0.41,0.54,0
2123,1803584,29,edison,2020-11-04T03:12:28Z,illinois,6100000,0.413,0.537,0
2124,1809184,29,edison,2020-11-04T03:12:42Z,illinois,6100000,0.414,0.536,0
2125,2056958,33,edison,2020-11-04T03:15:36Z,illinois,6100000,0.388,0.566,0
2126,2062042,33,edison,2020-11-04T03:16:32Z,illinois,6100000,0.389,0.565,0
2127,2121372,34,edison,2020-11-04T03:21:05Z,illinois,6100000,0.391,0.564,0
2128,2279241,37,edison,2020-11-04T03:23:32Z,illinois,6100000,0.378,0.58,0
2129,2290070,37,edison,2020-11-04T03:24:54Z,illinois,6100000,0.379,0.579,0
2130,2295045,37,edison,2020-11-04T03:25:33Z,illinois,6100000,0.379,0.578,0
2131,2295288,37,edison,2020-11-04T03:28:07Z,illinois,6100000,0.379,0.578,0
2132,2299058,37,edison,2020-11-04T03:29:40Z,illinois,6100000,0.38,0.577,0
2133,2300361,37,edison,2020-11-04T03:32:12Z,illinois,6100000,0.38,0.577,0
2134,2310159,37,edison,2020-11-04T03:32:31Z,illinois,6100000,0.382,0.576,0
2135,2319600,37,edison,2020-11-04T03:33:21Z,illinois,6100000,0.383,0.574,0
2136,2328829,37,edison,2020-11-04T03:33:46Z,illinois,6100000,0.385,0.573,0
2137,2335766,37,edison,2020-11-04T03:34:28Z,illinois,6100000,0.386,0.572,0
2138,2353167,38,edison,2020-11-04T03:34:31Z,illinois,6100000,0.388,0.57,0
2139,2360587,38,edison,2020-11-04T03:35:15Z,illinois,6100000,0.388,0.569,0
2140,2363911,38,edison,2020-11-04T03:35:43Z,illinois,6100000,0.389,0.569,0
2141,2378744,38,edison,2020-11-04T03:36:11Z,illinois,6100000,0.391,0.567,0
2142,3150353,50,edison,2020-11-04T03:36:37Z,illinois,6100000,0.386,0.579,0
2143,3153706,51,edison,2020-11-04T03:36:55Z,illinois,6100000,0.386,0.579,0
2144,3159120,51,edison,2020-11-04T03:37:30Z,illinois,6100000,0.387,0.578,0
2145,3162289,51,edison,2020-11-04T03:37:49Z,illinois,6100000,0.387,0.578,0
2146,3183515,51,edison,2020-11-04T03:38:13Z,illinois,6100000,0.388,0.576,0
2147,3190755,51,edison,2020-11-04T03:39:08Z,illinois,6100000,0.389,0.576,0
2148,3194679,51,edison,2020-11-04T03:39:22Z,illinois,6100000,0.389,0.575,0
2149,3196467,51,edison,2020-11-04T03:40:13Z,illinois,6100000,0.389,0.575,0
2150,3202633,51,edison,2020-11-04T03:40:32Z,illinois,6100000,0.39,0.575,0
2151,3437783,55,edison,2020-11-04T03:41:42Z,illinois,6100000,0.402,0.564,0
2152,3438277,55,edison,2020-11-04T03:43:26Z,illinois,6100000,0.402,0.564,0
2153,3471711,56,edison,2020-11-04T03:44:16Z,illinois,6100000,0.405,0.561,0
2154,3498149,56,edison,2020-11-04T03:45:02Z,illinois,6100000,0.403,0.563,0
2155,3504985,56,edison,2020-11-04T03:45:15Z,illinois,6100000,0.404,0.562,0
2156,3514328,56,edison,2020-11-04T03:46:06Z,illinois,6100000,0.405,0.561,0
2157,3517246,56,edison,2020-11-04T03:46:48Z,illinois,6100000,0.406,0.56,0
2158,3528235,57,edison,2020-11-04T03:48:20Z,illinois,6100000,0.407,0.559,0
2159,3540187,57,edison,2020-11-04T03:49:28Z,illinois,6100000,0.407,0.559,0
2160,3547856,57,edison,2020-11-04T03:49:40Z,illinois,6100000,0.408,0.558,0
2161,3553381,57,edison,2020-11-04T03:50:35Z,illinois,6100000,0.409,0.557,0
2162,3556648,57,edison,2020-11-04T03:50:47Z,illinois,6100000,0.409,0.557,0
2163,3564133,57,edison,2020-11-04T03:56:11Z,illinois,6100000,0.409,0.557,0
2164,3568945,57,edison,2020-11-04T03:56:31Z,illinois,6100000,0.41,0.557,0
2165,3578853,57,edison,2020-11-04T03:58:11Z,illinois,6100000,0.411,0.556,0
2166,3585075,57,edison,2020-11-04T04:00:00Z,illinois,6100000,0.411,0.555,0
2167,3603945,58,edison,2020-11-04T04:02:38Z,illinois,6100000,0.411,0.556,0
2168,3614473,58,edison,2020-11-04T04:03:39Z,illinois,6100000,0.411,0.555,0
2169,3615112,58,edison,2020-11-04T04:07:27Z,illinois,6100000,0.411,0.555,0
2170,3623415,58,edison,2020-11-04T04:07:42Z,illinois,6100000,0.411,0.555,0
2171,3626447,58,edison,2020-11-04T04:09:25Z,illinois,6100000,0.412,0.554,0
2172,3653309,59,edison,2020-11-04T04:11:50Z,illinois,6100000,0.413,0.553,0
2173,3599034,59,edison,2020-11-04T04:15:36Z,illinois,6100000,0.42,0.562,0
2174,3610139,59,edison,2020-11-04T04:16:15Z,illinois,6100000,0.421,0.561,0
2175,3613346,59,edison,2020-11-04T04:18:21Z,illinois,6100000,0.421,0.56,0
2176,3621117,59,edison,2020-11-04T04:22:35Z,illinois,6100000,0.422,0.56,0
2177,3623738,59,edison,2020-11-04T04:26:14Z,illinois,6100000,0.422,0.56,0
2178,3628550,59,edison,2020-11-04T04:26:22Z,illinois,6100000,0.422,0.559,0
2179,3743762,60,edison,2020-11-04T04:26:48Z,illinois,6100000,0.423,0.558,0
2180,3748042,60,edison,2020-11-04T04:26:59Z,illinois,6100000,0.423,0.558,0
2181,3750853,60,edison,2020-11-04T04:27:31Z,illinois,6100000,0.424,0.558,0
2182,3756703,60,edison,2020-11-04T04:28:37Z,illinois,6100000,0.424,0.557,0
2183,3765276,60,edison,2020-11-04T04:31:14Z,illinois,6100000,0.424,0.557,0
2184,3793895,61,edison,2020-11-04T04:33:14Z,illinois,6100000,0.424,0.558,0
2185,3829840,61,edison,2020-11-04T04:34:57Z,illinois,6100000,0.421,0.56,0
