r0,r1,r2,E,g0,g1,g2,g3,g4,g5,g6,g7,g8
1.570282260121,0.949676529800,0.949676529800,-75.985359168637,0.000000000000,-0.000023371428,0.000039465974,-0.000000000000,0.000023371428,0.000039465974,0.000000000000,0.000000000000,-0.000078931947
1.556388884149,0.950000000000,0.950000000000,-75.985295700183,-0.000000000000,0.002053572751,0.001802925149,0.000000000000,-0.002053572751,0.001802925149,0.000000000000,0.000000000000,-0.003605850299
1.587426841685,0.950000000000,0.950000000000,-75.985272741666,0.000000000000,-0.003001748120,-0.001646399019,-0.000000000000,0.003001748120,-0.001646399019,-0.000000000000,0.000000000000,0.003292798039
1.570070521034,0.950000000000,0.966666666667,-75.985033299521,-0.001960670434,0.000905999287,0.000000000000,-0.016603120575,0.003992514545,0.000000000000,0.018563791009,-0.004898513833,0.000000000000
1.570070521034,0.966666666667,0.950000000000,-75.985033299520,-0.001926865219,-0.016967350337,0.000000000000,0.000180772095,-0.002152297552,0.000000000000,0.001746093124,0.019119647889,0.000000000000
1.573528697828,0.950000000000,0.933333333333,-75.985017528733,0.002360712322,-0.001931870813,0.000000000000,0.017656946465,-0.004999576602,0.000000000000,-0.020017658787,0.006931447415,0.000000000000
1.542765967975,0.950000000000,0.933333333333,-75.984969631330,-0.003347587392,0.000387623275,0.000000000000,0.018042331311,-0.010192914915,0.000000000000,-0.014694743919,0.009805291640,0.000000000000
1.542765967975,0.933333333333,0.950000000000,-75.984969631329,-0.003407366182,0.020440427875,0.000000000000,-0.000780695560,-0.003278278141,0.000000000000,0.004188061742,-0.017162149735,0.000000000000
1.601377828019,0.950000000000,0.966666666667,-75.984939439988,0.003689022875,-0.001276817496,0.000000000000,-0.016209882330,0.010940590013,0.000000000000,0.012520859455,-0.009663772517,0.000000000000
1.601377828019,0.966666666667,0.950000000000,-75.984939439987,0.003625419562,-0.019217521416,0.000000000000,0.000288752976,0.003893041770,0.000000000000,-0.003914172538,0.015324479646,0.000000000000
1.583693952292,0.966666666667,0.966666666667,-75.984778987398,0.000000000000,-0.012963485439,0.010621828796,-0.000000000000,0.012963485439,0.010621828796,0.000000000000,0.000000000000,-0.021243657593
1.559577247971,0.933333333333,0.933333333333,-75.984772707130,-0.000000000000,0.013985782926,-0.011240619802,0.000000000000,-0.013985782926,-0.011240619802,-0.000000000000,0.000000000000,0.022481239604
1.524034066235,0.950000000000,0.950000000000,-75.984704431891,-0.000000000000,0.007619472243,0.005211128432,0.000000000000,-0.007619472243,0.005211128432,0.000000000000,0.000000000000,-0.010422256864
1.556506313212,0.933333333333,0.966666666667,-75.984699062104,-0.002679647220,0.020701386386,0.000000000000,-0.017071813693,0.003460343745,0.000000000000,0.019751460913,-0.024161730131,0.000000000000
1.556506313212,0.966666666667,0.933333333333,-75.984699062104,-0.002587244687,-0.017225764662,0.000000000000,0.018536446642,-0.009598335839,0.000000000000,-0.015949201955,0.026824100501,0.000000000000
1.617121677630,0.950000000000,0.950000000000,-75.984678995589,0.000000000000,-0.007541848356,-0.005063371662,-0.000000000000,0.007541848356,-0.005063371662,0.000000000000,0.000000000000,0.010126743325
1.587532515869,0.966666666667,0.933333333333,-75.984673907404,0.002992512881,-0.019544297855,0.000000000000,0.018234970330,-0.004490354005,0.000000000000,-0.021227483211,0.024034651859,0.000000000000
1.529083816006,0.933333333333,0.933333333333,-75.984651810090,-0.000000000000,0.018899031094,-0.008186860569,0.000000000000,-0.018899031094,-0.008186860569,-0.000000000000,0.000000000000,0.016373721138
1.615276435398,0.966666666667,0.966666666667,-75.984616386927,0.000000000000,-0.018124628359,0.006824438531,-0.000000000000,0.018124628359,0.006824438531,-0.000000000000,0.000000000000,-0.013648877061
1.537435000856,0.966666666667,0.950000000000,-75.984516185584,-0.007865765887,-0.014611178366,0.000000000000,0.000758161813,-0.008581728169,0.000000000000,0.007107604074,0.023192906535,0.000000000000
1.602960279400,0.950000000000,0.933333333333,-75.984491765467,0.007630956013,-0.004155728992,0.000000000000,0.017814906197,-0.000255242034,0.000000000000,-0.025445862210,0.004410971026,0.000000000000
