r1,r2,a2,E
0.949676529800,0.949676529800,111.531789900000,-75.985359168637
0.950000000000,0.950000000000,110.000000000000,-75.985295700183
0.950000000000,0.950000000000,113.333333333333,-75.985272741666
0.950000000000,0.966666666667,110.000000000000,-75.985033299521
0.966666666667,0.950000000000,110.000000000000,-75.985033299520
0.950000000000,0.933333333333,113.333333333333,-75.985017528733
0.933333333333,0.950000000000,113.333333333333,-75.985017528731
0.950000000000,0.933333333333,110.000000000000,-75.984969631330
0.933333333333,0.950000000000,110.000000000000,-75.984969631329
0.950000000000,0.966666666667,113.333333333333,-75.984939439988
0.966666666667,0.950000000000,113.333333333333,-75.984939439987
0.966666666667,0.966666666667,110.000000000000,-75.984778987398
0.933333333333,0.933333333333,113.333333333333,-75.984772707131
0.950000000000,0.950000000000,106.666666666667,-75.984704431891
0.933333333333,0.966666666667,110.000000000000,-75.984699062104
0.966666666667,0.933333333333,110.000000000000,-75.984699062104
0.950000000000,0.950000000000,116.666666666667,-75.984678995589
0.966666666667,0.933333333333,113.333333333333,-75.984673907404
0.933333333333,0.966666666667,113.333333333333,-75.984673907402
0.933333333333,0.933333333333,110.000000000000,-75.984651810090
0.966666666667,0.966666666667,113.333333333333,-75.984616386927
0.950000000000,0.966666666667,106.666666666667,-75.984516185584
0.966666666667,0.950000000000,106.666666666667,-75.984516185584
0.950000000000,0.933333333333,116.666666666667,-75.984491765467
0.933333333333,0.950000000000,116.666666666667,-75.984491765465
0.966666666667,0.966666666667,106.666666666667,-75.984333812837
0.933333333333,0.933333333333,116.666666666667,-75.984317007499
0.950000000000,0.933333333333,106.666666666667,-75.984304432168
0.933333333333,0.950000000000,106.666666666667,-75.984304432168
0.950000000000,0.966666666667,116.666666666667,-75.984277814662
0.966666666667,0.950000000000,116.666666666667,-75.984277814659
0.983333333333,0.950000000000,110.000000000000,-75.984247417110
0.950000000000,0.983333333333,110.000000000000,-75.984247417108
0.966666666667,0.933333333333,106.666666666667,-75.984110224671
0.933333333333,0.966666666667,106.666666666667,-75.984110224671
0.916666666667,0.950000000000,113.333333333333,-75.984101232712
0.950000000000,0.916666666667,113.333333333333,-75.984101232711
0.983333333333,0.950000000000,113.333333333333,-75.984082771438
0.950000000000,0.983333333333,113.333333333333,-75.984082771436
0.933333333333,0.966666666667,116.666666666667,-75.984078175552
0.966666666667,0.933333333333,116.666666666667,-75.984078175551
0.983333333333,0.966666666667,110.000000000000,-75.984001141573
0.966666666667,0.983333333333,110.000000000000,-75.984001141569
0.916666666667,0.950000000000,110.000000000000,-75.983982685093
0.950000000000,0.916666666667,110.000000000000,-75.983982685090
0.933333333333,0.933333333333,106.666666666667,-75.983910478094
0.983333333333,0.933333333333,110.000000000000,-75.983905061749
0.933333333333,0.983333333333,110.000000000000,-75.983905061745
0.966666666667,0.966666666667,116.666666666667,-75.983888981353
0.916666666667,0.933333333333,113.333333333333,-75.983866901869
0.933333333333,0.916666666667,113.333333333333,-75.983866901867
0.983333333333,0.933333333333,113.333333333333,-75.983806967458
0.933333333333,0.983333333333,113.333333333333,-75.983806967453
0.950000000000,0.983333333333,106.666666666667,-75.983804508996
0.983333333333,0.950000000000,106.666666666667,-75.983804508996
0.983333333333,0.966666666667,113.333333333333,-75.983769918817
0.966666666667,0.983333333333,113.333333333333,-75.983769918814
0.916666666667,0.966666666667,113.333333333333,-75.983747193619
0.966666666667,0.916666666667,113.333333333333,-75.983747193618
0.916666666667,0.966666666667,110.000000000000,-75.983703834876
0.966666666667,0.916666666667,110.000000000000,-75.983703834872
0.916666666667,0.933333333333,110.000000000000,-75.983673223369
0.933333333333,0.916666666667,110.000000000000,-75.983673223365
0.916666666667,0.950000000000,116.666666666667,-75.983643409215
0.950000000000,0.916666666667,116.666666666667,-75.983643409210
0.966666666667,0.983333333333,106.666666666667,-75.983627955287
0.983333333333,0.966666666667,106.666666666667,-75.983627955287
0.950000000000,0.950000000000,120.000000000000,-75.983562026832
0.916666666667,0.933333333333,116.666666666667,-75.983481209131
0.933333333333,0.916666666667,116.666666666667,-75.983481209124
0.950000000000,0.950000000000,103.333333333333,-75.983459848383
0.950000000000,0.933333333333,120.000000000000,-75.983440131851
0.933333333333,0.950000000000,120.000000000000,-75.983440131850
0.983333333333,0.933333333333,106.666666666667,-75.983392638132
0.933333333333,0.983333333333,106.666666666667,-75.983392638132
0.983333333333,0.950000000000,116.666666666667,-75.983353516331
0.950000000000,0.983333333333,116.666666666667,-75.983353516326
0.950000000000,0.966666666667,103.333333333333,-75.983349211023
0.966666666667,0.950000000000,103.333333333333,-75.983349211022
0.933333333333,0.933333333333,120.000000000000,-75.983332719294
0.916666666667,0.950000000000,106.666666666667,-75.983243950792
0.950000000000,0.916666666667,106.666666666667,-75.983243950791
0.966666666667,0.966666666667,103.333333333333,-75.983242180591
0.983333333333,0.983333333333,110.000000000000,-75.983231278541
