r0,r1,r2,r3,r4,r5,E
2.0416194105,1.4363841527,1.5146190565,1.0907432553,1.0770365196,1.0327735710,0.0566711500
1.6610321440,1.7900843647,1.8391243796,1.2551427934,1.0998791926,1.0277274983,0.0566787700
1.4579218182,1.3526433205,1.2645172556,0.9083085140,0.9502033712,1.0977717850,0.0566787700
2.0251368484,1.7080304847,1.8084405705,1.0164446300,1.2826644145,1.0822414589,0.0566864000
1.5637093703,1.2327259962,1.3642635866,1.0583511721,1.0856890065,0.9549220779,0.0566864000
1.8426687104,1.9128795617,1.2799653226,1.0412556820,0.8928670575,1.0437457014,0.0566864000
1.5140320779,1.4690796727,1.7889841604,0.9959139589,1.2788997374,0.9601357085,0.0566940300
1.9971102629,1.7008878024,1.7393039081,1.0823511724,0.9715365844,1.1734120377,0.0566940300
1.7933007926,1.7293199681,1.8339859839,1.1209165156,1.2125523326,1.1343940845,0.0567016600
1.5161056082,1.9737386774,1.9996203280,1.0700280357,1.0262490973,1.2639637546,0.0567016600
2.1098566929,1.7226665310,1.7990413251,1.2561986871,1.0364956480,0.9805413380,0.0567016600
1.6161042628,1.8327902643,1.6909389254,1.2206245191,0.8720928495,0.9383447567,0.0567016600
2.0727584284,1.5479387864,1.9720254956,1.0421075334,1.2663222993,0.9408553104,0.0567016600
1.3047326724,1.6778706750,1.2357676423,0.9247052068,0.9769346570,0.9191035813,0.0567016600
1.2851998128,1.9733166730,1.5320399615,1.1007349790,0.9776104927,1.0657283799,0.0567016600
1.9944131083,1.8746849295,1.5227100711,1.2400141353,1.1243390769,1.0200396532,0.0567016600
1.6099597109,1.1701507951,1.8536922327,0.8653048271,1.0510317426,0.9863540761,0.0567016600
1.2576470797,1.4226255029,1.8720027590,1.0082420553,1.0058687391,1.0684377540,0.0567016600
1.8343344916,1.8897736589,1.4890289662,1.1664293472,1.0488139353,1.1741487252,0.0567092900
1.5590112341,1.4018468666,1.4134498328,0.9860570757,1.0006236789,0.7853465773,0.0567092900
2.0724277205,1.8703554970,1.7363709273,1.2965546731,1.0404208285,0.9589649265,0.0567169200
1.9762760359,1.7266840394,1.7211224436,0.9585406031,1.2922336724,1.0448739911,0.0567169200
1.8593308615,2.0530447038,1.7495895338,1.2653732581,1.0082833535,1.1287609959,0.0567169200
1.6364074632,1.5114178028,1.2532324958,1.1014565678,0.9440607103,1.1018324642,0.0567169200
1.7945129180,2.0487095779,1.4487016734,1.1457282568,0.8756664053,1.1061204398,0.0567169200
1.7203055677,1.5351481386,1.5657009436,1.0435195850,1.2409176183,1.0758382141,0.0567245500
1.7555846464,2.1129185881,1.4527733489,1.1791097445,1.0095823902,0.9884654199,0.0567245500
1.5269859652,1.8221881677,1.8548786434,1.1234266061,0.8772057903,1.1825147663,0.0567321800
1.4853888840,1.2935542344,1.7090072868,1.0913117316,1.0580052835,1.0915902752,0.0567321800
1.4141105284,1.8801065949,1.6415202251,1.1590820439,1.0728525711,0.9153603335,0.0567398100
1.4809888772,1.5600556395,1.2036470714,1.0277584935,0.8477121784,1.0482399075,0.0567398100
1.6692314357,1.9280965929,1.9283504017,1.2393754908,1.0089490796,1.0562071224,0.0567398100
1.4752231760,1.5948484570,1.8096445981,1.0488288576,1.2381629731,1.0571679141,0.0567398100
1.3696056924,1.6334279436,1.2004004213,1.0568914828,0.8557400810,0.9981806761,0.0567398100
1.5791789589,1.9413856104,1.4970027291,1.1992857068,1.0861732035,1.0531686446,0.0567398100
1.9748343843,1.5098118396,1.4176692300,1.0981868220,0.9018235426,0.9601802741,0.0567398100
1.9479588526,1.3331223645,1.6867884570,1.1880730969,1.0435668599,1.0012980245,0.0567474400
1.5830748512,2.1727455941,1.6204661728,1.1614244561,0.9704247861,1.0555908656,0.0567474400
1.9630365929,1.6678966630,1.2686810708,1.1348468485,1.0128020914,0.8680564305,0.0567474400
1.9149509701,1.7625479398,1.7307608427,1.2451170783,1.0099625025,1.1486974404,0.0567550700
1.7907203402,1.7765641170,1.5119263259,1.1132268012,0.9967383299,1.2325694096,0.0567627000
1.3752731384,1.3584060727,1.5946212766,1.0200028193,0.9956479547,1.1724535560,0.0567627000
1.9937218781,1.6039470393,1.5168931682,1.1441441387,1.1431288046,0.8556749271,0.0567627000
1.8059803876,1.8645133435,1.2512518109,1.0093311156,0.8818018581,1.0244411570,0.0567627000
1.6286141171,1.0738571327,1.5625846503,0.9440690495,1.0452420297,0.9892253492,0.0567627000
1.5617018251,2.0357524785,1.4712350615,1.2414234900,0.9619616033,1.0439146113,0.0567627000
1.8977112205,1.2535783197,1.8901919913,0.9381524566,1.0354595488,1.0292927595,0.0567703300
1.6607522413,1.5262681200,1.5756927070,1.0697662884,1.2067431334,1.0936732977,0.0567779600
1.7281540974,1.5184050710,1.5180733479,1.0299661847,1.2410822738,1.0626611590,0.0567779600
2.0403959424,1.7174006035,1.8335975010,1.0122973853,1.2807944968,1.0803246604,0.0567779600
2.0058022503,1.6267172536,1.8545597589,1.1478516556,1.0437045191,1.1588762784,0.0567779600
1.7080639525,1.3588980982,1.2606059606,1.1277002751,0.9567858632,1.0026835028,0.0567779600
1.7388318034,1.3744880578,2.0171863319,1.0498481950,1.1283240588,1.1117197615,0.0567779600
1.6631648092,1.4976025020,1.5212407116,0.9966092453,1.1915257343,1.1274280999,0.0567855900
1.7510302273,1.6317697701,1.3733851891,1.0014318138,1.2409066163,0.9918027648,0.0567855900
1.7440049534,1.6005762462,1.1302018204,1.0546199881,0.9663418082,1.0436625018,0.0567855900
1.8008850195,1.7769930454,1.3132244574,1.1129694533,1.0925717496,0.8690078614,0.0567855900
1.2858880185,1.7416900948,1.8633142158,0.9523376065,1.1727240639,1.0269745016,0.0567932200
1.9416599929,1.3580291261,1.8050206936,1.1462528877,0.9825546716,1.0464852643,0.0568008500
1.6553825794,1.7772105013,1.8321817793,1.2597433238,1.0909002283,1.0291689634,0.0568008500
1.5095506663,1.4979433350,1.8009872795,0.9538308113,1.1048769087,1.2328619629,0.0568008500
1.7699757656,1.7722404591,1.1288908097,1.0388927262,1.0050455691,1.0437715566,0.0568008500
1.7685020977,1.9752319404,1.4133723213,1.0834409088,1.1035827378,1.1287445462,0.0568008500
1.7501676938,1.4359458296,1.5591105904,1.0312874228,0.8538461847,1.1035155602,0.0568084700
1.7560610734,1.8052426791,1.6739265497,1.2338097899,1.1724639230,0.9813077450,0.0568161000
1.3326098119,1.9568823306,1.9350769922,0.9174133820,1.0315909484,1.1269974690,0.0568161000
1.4648892585,1.2529229628,1.7608359105,1.0873308501,1.0183725175,1.0571915205,0.0568161000
1.6108291035,1.5340556648,1.2254212965,0.9629138186,1.1279087032,1.0571164504,0.0568237300
2.0338973934,1.4262709526,1.9513651283,1.0885092401,1.0698749896,1.0467707811,0.0568237300
1.7794401297,1.3136554822,1.5335993545,1.0257916810,0.9839649347,1.1440965955,0.0568237300
1.3012623793,1.9039244687,1.6887914281,1.1870242503,0.9529487818,1.0096052176,0.0568237300
1.6928225630,1.2058412416,1.7642846512,0.9698109117,0.9386821155,0.8855609139,0.0568313600
1.2268227855,1.5585512240,1.6338266207,1.1000187003,0.9365527335,1.0980883854,0.0568389900
1.2377012290,1.7484256325,1.8908709636,0.8698973176,1.0325454749,1.0220354061,0.0568389900
1.7745902895,1.5525473848,1.5693789256,1.1061568415,1.1269957801,0.8197989530,0.0568389900
1.5877930317,1.8822020875,1.9194666274,0.9564387377,0.9302177511,1.3354479307,0.0568389900
1.7558484235,1.7745505210,2.0962577521,1.0098487179,1.2746845338,1.0737707500,0.0568466200
1.6707107632,2.0828817944,1.6348799410,1.1792366016,1.0574819958,0.9572422842,0.0568466200
1.4433228676,1.6579629886,1.3421506138,0.9256077098,1.0788900186,0.8697874753,0.0568466200
1.3097532167,1.6579035856,1.4054300611,0.8700648936,0.8641347330,0.8802146912,0.0568466200
1.7232043457,1.7156115765,1.8705068327,1.2463482396,1.1155087847,1.0091062501,0.0568466200
1.3024701158,2.0223982811,1.8800474703,0.9774715788,0.9789920920,1.1842178558,0.0568542500
1.8672519825,1.6068382711,1.7009984671,1.0009844548,0.9934689984,1.2396562107,0.0568542500
1.6600031957,1.2593987876,1.6245169945,0.9587630243,1.2307447399,0.9755777080,0.0568542500
1.5106661396,1.4283975570,1.6505601759,1.0218731617,1.2522687139,0.9516921129,0.0568618800
1.6613168068,2.0628054234,1.9026234434,1.2133736148,0.9746793850,1.1255881911,0.0568695100
2.0129537482,1.8367960397,1.3580265419,1.0364838774,1.0761326914,1.0635577862,0.0568695100
1.8017078666,2.0979007155,1.6345795354,1.2706372740,1.0290285156,0.9719943249,0.0568695100
1.4810990350,1.4345049765,1.7700858512,1.0900131406,1.1228412773,1.1122011400,0.0568695100
1.7909430235,1.9106977758,2.0450939233,1.0045045307,1.0689561757,1.2893752711,0.0568771400
1.7553068427,1.1800776318,1.4805108925,1.0343085324,0.9605847609,0.8519692300,0.0568771400
1.6417638493,1.3537078727,1.3250521075,1.0064790310,1.0230736949,1.1213082654,0.0568771400
1.7564037328,1.5167929628,1.5717593272,1.0840496874,1.1520427155,0.8241252545,0.0568771400
1.7010495127,1.5387717156,1.4785817542,0.9727442041,0.8717200592,1.1651332712,0.0568847700
1.7275123309,1.6553165652,2.1107478476,0.9485686041,1.0043768625,1.2498776775,0.0568847700
1.5058807902,1.9697120519,1.6128710502,1.2212874313,1.0680953958,0.9810337330,0.0568847700
1.3069448290,1.7404138313,1.5244074665,0.8814694118,0.8568472041,1.1596299751,0.0568924000
1.7746333760,1.5859907721,1.3782427831,1.1693793458,0.8839463957,1.0764121394,0.0568924000
1.9759021285,1.5713847412,1.6659172312,1.2833428273,0.9989520809,1.0257064673,0.0569000300
1.9715210349,1.5577586002,1.8038479376,1.0306596662,0.9854635887,1.1656590117,0.0569000300
1.6279642701,1.7344405506,1.3773312735,1.1447457074,1.1474905861,0.9308036391,0.0569000300
1.9357774252,1.4512450019,2.0339753882,0.9573630480,1.2922568513,1.0094469068,0.0569076600
1.9085032760,2.1099142514,1.6311300268,1.1153659401,1.0712283897,1.1539700213,0.0569076600
1.7041433200,1.4953085432,1.6362519617,1.0819812643,1.2584014018,0.9113388962,0.0569152900
1.5575345215,1.5512709244,1.1538821683,0.9576354219,1.0254287192,1.0915795698,0.0569152900
1.8184338047,1.7176970061,1.3647181805,1.2505675949,0.9709179974,1.0619567173,0.0569229200
1.3204137319,1.4174949728,1.9197337810,0.9174675349,1.0013156541,0.9441263718,0.0569229200
1.8172148784,1.2555305999,1.9100329685,0.9568425447,1.1521490684,1.0836369614,0.0569229200
2.1053072099,1.6177901328,1.9680191553,1.0480590304,1.2562455044,1.0409388540,0.0569305400
1.7189593647,2.1713582853,1.6303612720,1.2381195834,0.9553944572,1.0276599742,0.0569305400
1.4239852492,1.5737265105,1.4280674884,0.8342814345,1.0440918303,0.8797564309,0.0569305400
1.5035002853,1.5933804899,1.8130990348,1.0505477011,1.2504688206,1.0501999929,0.0569381700
2.0229036123,1.3142602713,1.6537415286,1.1374753394,1.0408130451,0.9763288462,0.0569381700
1.7708004802,1.6134001526,1.3938736582,0.9417612017,0.8770500828,1.0962487469,0.0569381700
2.0046495300,1.8785946310,1.5433986440,1.2448139130,1.1237423333,1.0243897218,0.0569381700
1.9800874442,1.7378627455,1.9114998056,1.2030487206,1.1698558314,0.9503114332,0.0569381700
1.5854510706,1.8889316704,1.8342511630,1.2206314779,1.0930629954,0.9557386470,0.0569381700
1.5029389323,1.5685324892,1.8684004819,0.8527077398,1.0248175354,1.2348524933,0.0569458000
1.8170611778,1.9158861501,1.3518256412,1.2422906806,0.9339267409,0.8881498727,0.0569458000
1.8434523684,1.5445211877,1.4516040855,1.0205127279,1.0652210817,0.7952946921,0.0569458000
1.4823048761,1.4062034012,1.7278381456,1.0669382436,1.1221445599,1.1254401424,0.0569458000
1.8656669156,1.8527471620,1.9755380840,1.2266080062,1.0827627061,1.0151193427,0.0569458000
2.1499202149,1.5410488012,1.6188303911,1.1060673935,1.0964731256,1.0132501481,0.0569458000
1.4993114907,1.5426049274,1.1515772486,1.0264208113,0.8613796156,1.0228072060,0.0569534300
1.1880333393,1.5188692533,1.6004360838,1.0767507197,0.9350454473,1.0804532208,0.0569534300
1.7727185013,1.5907126582,1.7243147353,0.9291507879,1.2992080689,1.0698771753,0.0569610600
1.7422561513,1.5393866005,1.6842564726,1.2083012622,1.1699464296,0.9560993596,0.0569686900
1.8749665069,1.7844430332,1.4225033591,0.9347041537,1.1538307000,0.9272411111,0.0569686900
1.4367520063,1.7241403746,1.6910553529,0.8658392387,0.9649526015,1.2676388871,0.0569763200
1.6137832412,1.8362552999,1.9338830400,1.0167982525,1.0312238138,1.3364543735,0.0569763200
1.7253488419,1.5270417426,1.5426345646,1.0371266118,1.2422540398,1.0698045387,0.0569763200
1.8665589592,1.3366809744,2.0648790235,0.9813194930,1.1429882677,0.9864347257,0.0569763200
1.3773475389,1.3264290388,1.7963757579,1.0245434317,1.1460438325,0.9795210810,0.0569763200
1.4333048828,1.8337399492,1.7789580366,1.0885316168,1.0349235324,0.8753605685,0.0569763200
2.0562247079,1.4242360487,1.6258472618,1.1985077034,1.0583160463,0.9722922086,0.0569763200
1.6145047162,1.6048784026,1.3414515113,0.9884191985,1.2083385672,1.0262126967,0.0569763200
1.8305925962,1.9327235318,1.4630589442,1.3122902176,0.9392670740,1.0383939112,0.0569763200
1.3895945508,1.6969297532,1.3776169077,1.1067338105,1.0799458299,0.8943805698,0.0569839500
1.5142613399,1.2344068081,1.4427141319,1.0487225572,1.0721671035,1.0461324573,0.0569839500
2.1173101103,1.9267549055,1.5575712696,1.2814696326,1.0024725291,0.9711980406,0.0569839500
1.9458821259,2.1114246990,1.6485270591,1.1913965087,1.0782603709,1.0935533465,0.0569839500
1.7924593593,1.8133078468,1.4764833835,1.3077055726,1.0127012680,1.0391387832,0.0569915800
1.3037459879,1.5070029241,1.4474432206,1.1132677733,1.0626239411,0.8955248462,0.0569915800
1.5870411218,2.1036358936,1.4248382003,1.0678692388,0.9858165010,1.0760249337,0.0569915800
1.5745797023,1.2592679077,1.4181263572,1.0915536775,1.0967393758,0.9278684485,0.0569992100
1.6353903727,1.2784621990,1.7420380219,0.8510521872,1.0219870613,0.8442067093,0.0569992100
1.9923730402,1.5080443107,1.4354155647,1.0928443903,0.9124337208,0.9702194013,0.0569992100
1.7789472004,1.5365174710,2.0864119446,1.0349493136,0.9989065757,1.1756646196,0.0570068400
1.6967181684,1.4061149204,1.2676820430,0.9360371459,0.9579929169,1.0874344416,0.0570068400
1.5290658683,1.9064041317,1.7169317229,1.2745900241,1.0271024836,1.0335731446,0.0570068400
1.6343102628,1.8853199009,1.9621956079,0.8737455078,1.0506433956,1.2418469876,0.0570144700
1.2324206157,1.4383714360,1.5092692400,1.1265643549,0.9402429173,0.9627822819,0.0570144700
1.3042036465,1.8001131033,1.3835407284,1.0644522328,1.0665526224,1.0147796496,0.0570144700
1.5784441698,1.7105738622,1.6543890677,1.1179465367,0.9547261152,0.8212484036,0.0570144700
1.4887708879,1.5877010201,1.8181577860,1.0228014164,1.2382811718,1.0896253545,0.0570221000
1.7566016604,1.6511605398,2.0727882393,1.1312769699,1.1537627973,1.0158549666,0.0570221000
2.0293453432,1.8524629946,1.8606762988,1.2058496957,1.1897351354,0.9981537278,0.0570221000
1.2633284436,1.9427453805,1.8663312944,1.0043251717,0.8960010503,1.1066485625,0.0570221000
1.5061586792,2.0882375883,1.7125555514,1.1471356633,1.0281312809,0.9872273010,0.0570221000
1.3323364748,1.7295731126,1.3578460948,0.8689703156,1.0205513420,1.0034767279,0.0570373600
1.5415378427,1.5519038247,1.0640234328,0.9656773301,0.9474292950,1.0133372949,0.0570373600
1.2926963890,1.5357357018,1.9722362345,0.9284606995,0.9531798447,1.0313080297,0.0570373600
1.4488932251,1.7737274702,1.2401686063,1.0222593086,1.0647111981,1.0647375766,0.0570449900
1.4025930837,1.6485566908,1.6161894273,1.2207522877,1.0360535976,1.0380706024,0.0570526200
1.6477081002,1.6108112517,1.0588096143,1.0082318528,0.9641285071,0.9971738299,0.0570526200
1.4157120349,1.8175526347,2.0724749866,0.9788032334,0.9362629999,1.1991406449,0.0570526200
1.5699455131,1.5820361439,2.0573859700,1.1000167540,1.0907324016,1.0990758452,0.0570526200
1.7548530293,1.7707998811,2.0907174524,1.0116057486,1.2790064918,1.0716166162,0.0570602400
1.7874026706,1.5478311802,1.4857185510,1.0481749856,1.2005040315,1.1002057690,0.0570602400
1.7122731761,1.8022273259,1.9058115068,1.0414040545,1.2828217003,0.9567303131,0.0570602400
1.7298882585,1.8503500047,1.8453671758,1.1044270863,1.1752273757,0.8931488178,0.0570602400
1.6866482819,1.9306621144,1.8744186823,1.0990887633,1.1905871686,0.9496371697,0.0570602400
1.5146766240,1.2543083549,1.3759782520,1.0213646214,1.0094304617,0.8267986525,0.0570678700
1.5093351546,1.1375557572,1.8020045567,0.8790223035,1.0037948988,0.9869001626,0.0570678700
1.8143955447,1.7046381838,2.0447343870,1.0736614179,1.0008717884,1.2432920095,0.0570755000
1.9613843711,1.3654192390,1.7818866675,1.1655781628,1.0046990486,1.0452022542,0.0570755000
1.9609425200,1.5844578544,1.9856088784,1.0802823953,1.2201794403,1.1125068301,0.0570755000
1.7154172263,1.8837716919,1.6525675575,1.1613779112,1.0981867432,1.1903112092,0.0570831300
1.6719819439,1.5247247071,1.3095505100,0.8892714163,0.9648829280,0.8130553158,0.0570831300
1.8417044678,1.6822086831,2.0480539761,0.8875512309,1.1836305892,1.1404793525,0.0570907600
1.4063334941,1.6050936206,2.0367685647,1.0360853022,1.1393494653,1.0206300618,0.0570907600
1.8632153368,1.8865930038,1.9657816571,1.2352776366,1.0732138085,1.0272196411,0.0570983900
1.5870919944,1.9975063615,1.3296774305,1.0914999596,0.9742079466,1.1438720552,0.0571060200
2.0693199612,1.4181573899,1.7647856107,1.1256515627,1.0010473077,1.0033460415,0.0571060200
1.7274037672,1.4526238422,1.6590696649,0.9966886655,1.3087602580,0.9332685191,0.0571136500
2.0335202646,1.8835349448,1.8384432357,1.1989401621,1.0028958562,1.1400295885,0.0571136500
1.5362177057,2.1039489184,1.9675472296,1.1162512450,1.0158444008,1.1483518597,0.0571136500
1.3887862989,1.3920284913,1.8231741750,1.0174451862,1.1624203718,1.0581841400,0.0571136500
1.9505994379,1.3574571302,1.6223190090,1.1745178911,0.9971970756,1.0426840111,0.0571136500
1.5992311841,1.5801062595,1.9665528210,0.8132146336,1.0466232551,1.1147584533,0.0571212800
1.6495308564,1.3982358261,2.0350550443,0.8881011320,1.0029024840,1.1545919059,0.0571212800
1.6892881961,1.9716541953,1.9643983119,1.1743003536,0.9441178839,1.1590476827,0.0571212800
1.5646194133,1.6224322007,1.8331866491,1.1980238224,0.9899637492,1.1432410282,0.0571212800
1.7327325607,1.7128275986,1.8064437701,0.8910275123,1.0078969172,1.2710052068,0.0571212800
1.7064097233,1.6594084086,2.0212149219,0.9537054653,1.0168326638,1.3038153341,0.0571289100
1.5508814258,1.4684898825,1.9978798896,1.0746867446,1.1566847117,0.9933431604,0.0571289100
1.8978742229,1.6528866712,1.5675684988,1.1624428977,0.9927426075,0.8146599775,0.0571365400
1.6548494630,1.5974735021,1.3845233847,1.2408979084,0.9007798635,1.0324336512,0.0571365400
1.5669423889,1.5828489144,1.7824194725,0.9794580467,1.2037544717,1.1753826448,0.0571441700
1.6743879245,1.7352674020,1.6271011056,0.9638869949,1.0061182819,1.3103102064,0.0571441700
1.8567052207,1.6724094353,1.8115783252,1.2543378493,0.9367573510,0.9783431400,0.0571441700
1.3991741535,1.5971818893,1.6827455909,0.9514474102,1.1065120823,0.8310394691,0.0571441700
1.4963482769,1.2912043730,1.8006908216,1.0254728538,0.8870130975,1.0752145833,0.0571441700
1.8112649711,1.4636758506,1.6416642684,1.2710921464,1.0400453974,0.9659939178,0.0571518000
1.7808575301,1.5336816029,1.3812015959,1.0348427566,1.1692647392,1.0909094640,0.0571518000
1.7068825837,1.2015671020,1.9174019917,0.9843877225,1.1347393416,0.9474832171,0.0571518000
2.0552447904,1.9257989130,1.7370278667,1.1858886581,1.0118225261,1.1455674136,0.0571518000
1.3340356451,1.5450949362,1.3658320129,0.9897463487,0.9840973059,0.8139212406,0.0571518000
1.4648978546,1.9634532673,1.5354119046,1.1391082541,1.0783122335,0.9584514549,0.0571518000
2.0123557280,2.0135466978,1.6332901519,1.2310761629,1.0335633581,1.1198420821,0.0571594300
1.6938862490,1.9991233938,1.9448478434,1.1901617045,0.9470341608,1.1436635381,0.0571594300
1.7657748902,1.5332768319,1.9657472284,0.9306533594,1.2775921308,1.1062525343,0.0571594300
1.4132491137,1.7430037916,1.2799700358,1.1420705280,0.9723270921,0.8897236756,0.0571670600
1.5222893872,1.2194539720,1.4164167845,1.0771923624,1.0738364343,0.9361087074,0.0571670600
1.4199965055,1.1745748620,1.4125761540,0.8535155420,0.9797119199,0.9972481243,0.0571670600
1.9869472257,1.8587718528,1.8243277757,1.2489345675,0.9581843175,1.0894748181,0.0571670600
1.7400298275,1.9654294873,1.4567020158,1.1587394518,1.0918274881,0.9150917559,0.0571670600
1.6288538914,2.1635667353,1.5953785390,1.1899633236,0.9928709698,1.0889459037,0.0571746900
1.5414415235,1.9887590162,1.4894667199,0.9318891260,0.8892644229,1.2002030488,0.0571746900
1.3835225371,1.2314858430,1.4807198014,0.9687248101,0.9761709790,0.8251586788,0.0571823100
1.8575051747,1.9758963020,1.7864023281,1.0474819714,1.1072038022,1.2530438330,0.0571823100
2.0029613700,1.6474833023,1.6666326754,1.2086540682,1.0198696074,0.8514211135,0.0571823100
1.7272046615,1.6082566188,1.9021384549,1.0773204783,1.0954673373,1.2454797326,0.0571823100
1.7727770285,1.9491596154,1.8586472503,0.9250827473,1.1642080195,1.1650282098,0.0571823100
1.4854932283,1.6908324970,2.1467765524,0.9663235255,1.1455310270,1.1306002617,0.0571823100
1.4600997048,1.6237111389,1.4989936529,1.1960449273,1.0726690733,0.8935439683,0.0571823100
1.4569177961,1.7575639080,1.5238245794,1.1831046378,1.1182513078,0.9432812316,0.0571899400
2.1525500695,1.6228056060,1.7283008180,1.2228237412,1.0408752514,0.9505671232,0.0571899400
1.6197420294,1.3086340212,1.9606102991,0.8385096606,1.0387273044,0.9904001982,0.0571899400
1.9718206862,1.6037112002,1.6094059007,1.0775998370,1.1994001818,0.8453718215,0.0571975700
1.2058601637,1.5393441653,1.6169042583,1.0888952669,0.9346139566,1.0901054592,0.0571975700
1.2440611262,1.8211467165,1.7139512185,1.0025781934,0.9654193323,0.8982394360,0.0571975700
1.6451030846,1.8070051591,1.9758363817,1.0026012032,1.2273203552,1.1742790687,0.0572052000
1.5381652059,1.2933562607,1.4495397471,1.0295954787,1.0704153758,1.1079817040,0.0572052000
1.3490421497,1.5936125575,1.5815937442,0.8551469424,0.9671525577,1.2061775465,0.0572128300
1.5035600957,2.0883159570,1.7742202831,1.1957313775,1.0247279504,1.0852767831,0.0572128300
1.1916817450,1.3494811174,1.6588711026,1.0114276647,0.9124106671,1.0142848657,0.0572128300
1.8100026558,2.0343432700,1.6654536312,1.1356553158,0.8881047147,1.1901421945,0.0572128300
1.5897675877,1.4677960380,1.2212195386,1.0660239227,0.9460783004,1.0972527432,0.0572204600
1.6402401081,1.7707546217,1.2362253056,0.9312985048,1.0051419498,0.8882569667,0.0572204600
1.6697159652,2.1960404445,1.7150992183,1.0861850264,0.9880792784,1.2033168007,0.0572204600
1.5309209406,1.6678807814,1.8807056648,1.1544208931,1.0051869591,1.1942180062,0.0572280900
1.7297104533,1.7059688093,2.1194333382,0.9741093905,1.0008286754,1.2622960343,0.0572280900
1.5733290661,1.4569181201,1.6171255178,1.0427034229,1.0820236895,1.2045535097,0.0572357200
1.4551132475,1.3240615122,1.7609934821,1.0478283218,1.1703002016,0.9420793928,0.0572357200
1.5941072209,1.5954460408,1.8527340147,0.9617845465,1.1977633094,1.1956323147,0.0572357200
1.3788966131,1.4668610735,1.8997630624,0.8181235223,0.9453274114,1.0238306523,0.0572433500
2.0280413180,1.4270770686,1.7166645852,1.2164524048,1.0655078314,0.9639802280,0.0572509800
1.9636870851,1.5386391972,1.5772811685,1.0870473994,0.9828141615,1.1417529707,0.0572509800
1.7696975925,2.1178373532,1.4816316616,1.2013051217,1.0142327959,0.9820437432,0.0572509800
1.8086262959,2.0720565953,1.7029474202,1.1193084976,0.9670963658,1.2549291469,0.0572509800
1.3366253237,1.6763183476,1.9602507664,1.0468521527,1.1396407067,0.9790821830,0.0572586100
1.9945112818,1.5464126067,1.5778194469,0.8909413037,1.1937672693,0.9295001089,0.0572586100
1.8079241824,1.7306573169,1.4329981010,1.2491274722,0.9785974574,1.1005158855,0.0572662400
1.4018808245,1.5566178060,1.9020623414,0.8614701728,1.1081937527,1.1582753453,0.0572662400
1.5310125955,1.6896128266,1.2656100325,1.0513502695,1.0936499972,1.0956731803,0.0572662400
1.8803700992,1.9584359299,1.3129601244,1.0718412565,0.9075408810,1.0619735524,0.0572738700
1.5474295173,2.0283857339,1.5370803847,1.2566327497,0.9996948567,1.0136994728,0.0572738700
1.8368733064,1.4530436183,1.8902128674,1.1288942803,1.1082325848,1.1398285194,0.0572738700
1.8332733220,1.3972665766,1.3361318936,1.1212705189,0.8835111062,0.9378396917,0.0572738700
1.7908360373,1.5174439063,1.5400971690,1.1083010998,1.1289755036,0.8234611466,0.0572738700
1.5853139149,1.6014372490,1.1276690668,1.0184285367,1.0082455447,1.0797251169,0.0572815000
1.8061968537,1.7853286687,1.5090108591,0.9042506538,1.1868049605,1.0788420136,0.0572815000
1.7572698187,1.5353156369,1.5521573386,1.1084669201,1.1292870900,0.8224686093,0.0572815000
1.7572698187,1.5353156369,1.5521573386,1.1084669201,1.1292870900,0.8224686093,0.0572815000
1.7572698187,1.5353156369,1.5521573386,1.1084669201,1.1292870900,0.8224686093,0.0572815000
1.9466159952,1.5639543919,1.6950548885,1.2844662229,1.0221676731,1.0302092878,0.0572891300
1.7961338375,1.6112901450,1.3585885886,0.9463756618,0.8917616991,1.0851748010,0.0572891300
1.4983848078,1.2910049293,1.3389550961,0.9057006481,1.0726617102,0.8399424409,0.0572967600
1.4104514991,1.4364404528,1.3106382222,1.0730786444,0.9882199847,0.8327299732,0.0572967600
1.9115064181,1.7657937600,1.8221259901,0.9527188156,1.1929955647,1.1908415450,0.0572967600
1.5338040455,1.3060701479,1.3619090593,0.9133418319,1.1001287212,0.8402335175,0.0573043900
1.6398336283,1.4352746366,1.3430115044,1.0881579771,1.0800955522,0.8372590862,0.0573043900
1.6947244764,1.5357906753,1.5454946228,1.0688252722,1.2095778287,1.0920415482,0.0573043900
1.6260317619,1.4807203987,1.8456547060,1.0449215329,1.2846707133,0.9966008307,0.0573043900
1.6609791821,1.8518834732,1.5606771264,1.1592718322,0.9654990564,0.8307090031,0.0573043900
1.2545235522,1.6019957334,1.9611879469,0.9958096551,1.0048868013,1.0066134342,0.0573120100
1.8187128644,1.5873130217,1.3796251111,0.8501173934,1.0260760101,1.0029384146,0.0573196400
1.7607823782,1.5636378170,1.5211054004,1.1080867291,1.1299090311,0.8233313483,0.0573196400
1.4120486325,1.4064762300,1.7396162038,0.7898708448,0.9546640735,0.9378512460,0.0573272700
2.0456925934,1.4675505941,1.7250116733,1.2265815484,1.0739760523,0.9584185741,0.0573272700
1.3008142171,1.4675817378,1.6175335394,0.8643328688,0.8805459008,1.1559048643,0.0573272700
1.6381440150,1.9297305997,1.3604494435,0.9022768614,0.9909066707,1.1060561541,0.0573272700
1.7639371066,1.3890600549,1.9999283138,1.0686156088,1.1270087793,1.1200338230,0.0573272700
1.8448625870,1.4627949226,1.8596195594,1.1625477190,1.0298514184,0.9010260806,0.0573272700
