r0,r1,r2,E
1.131370849900,0.800000000000,0.800000000000,-75.892946465969
1.310643270900,0.800000000000,0.800000000000,-75.916475292022
1.450092459300,0.800000000000,0.800000000000,-75.916528517957
1.545481322100,0.800000000000,0.800000000000,-75.904708416716
1.593911516900,0.800000000000,0.800000000000,-75.894271896449
1.204159457900,0.800000000000,0.900000000000,-75.927676403432
1.393739217500,0.800000000000,0.900000000000,-75.947682528093
1.541302747000,0.800000000000,0.900000000000,-75.944888854135
1.642277863700,0.800000000000,0.900000000000,-75.930818108795
1.693553413500,0.800000000000,0.900000000000,-75.919061557288
1.280624847500,0.800000000000,1.000000000000,-75.931667477996
1.478929420000,0.800000000000,1.000000000000,-75.947931619115
1.633542217200,0.800000000000,1.000000000000,-75.942227525708
1.739436876100,0.800000000000,1.000000000000,-75.925873206180
1.793235178300,0.800000000000,1.000000000000,-75.912708502239
1.360147050900,0.800000000000,1.100000000000,-75.920213901924
1.565872106000,0.800000000000,1.100000000000,-75.932760609644
1.726645937400,0.800000000000,1.100000000000,-75.924278412236
1.836900844000,0.800000000000,1.100000000000,-75.905649115641
1.892950513200,0.800000000000,1.100000000000,-75.890912876689
1.442220510200,0.800000000000,1.200000000000,-75.901248971577
1.654290988700,0.800000000000,1.200000000000,-75.910324868103
1.820481312900,0.800000000000,1.200000000000,-75.899366406479
1.934623677900,0.800000000000,1.200000000000,-75.878540453444
1.992694378400,0.800000000000,1.200000000000,-75.862021845448
1.526433752200,0.800000000000,1.300000000000,-75.878936744037
1.743961552900,0.800000000000,1.300000000000,-75.884936115517
1.914940789700,0.800000000000,1.300000000000,-75.871919706645
2.032568040600,0.800000000000,1.300000000000,-75.849073550689
2.092462694100,0.800000000000,1.300000000000,-75.830537921149
1.612451549700,0.800000000000,1.400000000000,-75.855482898045
1.834700281000,0.800000000000,1.400000000000,-75.858865734605
2.009936378500,0.800000000000,1.400000000000,-75.844269760258
2.130703382600,0.800000000000,1.400000000000,-75.819699018569
2.192252122100,0.800000000000,1.400000000000,-75.798906103058
1.700000000000,0.800000000000,1.500000000000,-75.832048664800
1.926356235000,0.800000000000,1.500000000000,-75.833279780650
2.105395512300,0.800000000000,1.500000000000,-75.817595205903
2.229004479400,0.800000000000,1.500000000000,-75.791721181833
2.292059904800,0.800000000000,1.500000000000,-75.768457410737
1.272792206100,0.900000000000,0.900000000000,-75.962242022585
1.474473679700,0.900000000000,0.900000000000,-75.979275559490
1.631354016700,0.900000000000,0.900000000000,-75.974009064190
1.738666487300,0.900000000000,0.900000000000,-75.957919841197
1.793150456600,0.900000000000,0.900000000000,-75.944921778231
1.345362404700,0.900000000000,1.000000000000,-75.966069297440
1.557445427000,0.900000000000,1.000000000000,-75.979865559897
1.722503322900,0.900000000000,1.000000000000,-75.972078961065
1.835441561800,0.900000000000,1.000000000000,-75.953953719568
1.892789992400,0.900000000000,1.000000000000,-75.939620155841
1.421267040400,0.900000000000,1.100000000000,-75.954497845419
1.642315403300,0.900000000000,1.100000000000,-75.965029631649
1.814585205300,0.900000000000,1.100000000000,-75.954845584729
1.932545031700,0.900000000000,1.100000000000,-75.934692985102
1.992465646100,0.900000000000,1.100000000000,-75.918852304391
1.500000000000,0.900000000000,1.200000000000,-75.935474981584
1.728804069200,0.900000000000,1.200000000000,-75.942932312324
1.907464609600,0.900000000000,1.200000000000,-75.930623121073
2.029929770300,0.900000000000,1.200000000000,-75.908515496273
2.092172255500,0.900000000000,1.200000000000,-75.890952159544
1.581138830100,0.900000000000,1.300000000000,-75.913157399251
1.816680251300,0.900000000000,1.300000000000,-75.917875916679
2.001030486200,0.900000000000,1.300000000000,-75.903818137324
2.127557154300,0.900000000000,1.300000000000,-75.879924856376
2.191905596100,0.900000000000,1.300000000000,-75.860407224483
1.664331697700,0.900000000000,1.400000000000,-75.889734075461
1.905752019900,0.900000000000,1.400000000000,-75.892116512415
2.095190868700,0.900000000000,1.400000000000,-75.876741034109
2.225395249700,0.900000000000,1.400000000000,-75.851349134302
2.291662177900,0.900000000000,1.400000000000,-75.829651783981
1.749285568500,0.900000000000,1.500000000000,-75.866349560997
1.995859310400,0.900000000000,1.500000000000,-75.866807779671
2.189869070600,0.900000000000,1.500000000000,-75.850557120702
2.323417437800,0.900000000000,1.500000000000,-75.824073443388
2.391439092500,0.900000000000,1.500000000000,-75.800012715548
1.414213562400,1.000000000000,1.000000000000,-75.969685207178
1.638304088600,1.000000000000,1.000000000000,-75.980752616723
1.812615574100,1.000000000000,1.000000000000,-75.970867347814
1.931851652600,1.000000000000,1.000000000000,-75.950971045927
1.992389396200,1.000000000000,1.000000000000,-75.935367733887
1.486606874700,1.000000000000,1.100000000000,-75.957919940784
1.721175271500,1.000000000000,1.100000000000,-75.966209430318
1.903715509600,1.000000000000,1.100000000000,-75.954343596480
2.028609348400,1.000000000000,1.100000000000,-75.932690713356
2.092027021000,1.000000000000,1.100000000000,-75.915645173563
1.562049935200,1.000000000000,1.200000000000,-75.938752637452
1.805781920400,1.000000000000,1.200000000000,-75.944410531499
1.995667874000,1.000000000000,1.200000000000,-75.930805597319
2.125667182100,1.000000000000,1.200000000000,-75.907470288498
2.191697654200,1.000000000000,1.200000000000,-75.888775995340
1.640121946700,1.000000000000,1.300000000000,-75.916344699766
1.891891215900,1.000000000000,1.300000000000,-75.919649473727
2.088360070800,1.000000000000,1.300000000000,-75.904635356496
2.222985841100,1.000000000000,1.300000000000,-75.879786333708
2.291396988300,1.000000000000,1.300000000000,-75.859232583047
1.720465053400,1.000000000000,1.400000000000,-75.892874827753
1.979307050800,1.000000000000,1.400000000000,-75.894167466890
2.181697803800,1.000000000000,1.400000000000,-75.878121092158
2.320532510100,1.000000000000,1.400000000000,-75.852038557499
2.391121433200,1.000000000000,1.400000000000,-75.829434822024
1.802775637700,1.000000000000,1.500000000000,-75.869473350141
2.067863735800,1.000000000000,1.500000000000,-75.869106059575
2.275601641100,1.000000000000,1.500000000000,-75.852414737877
2.418279597400,1.000000000000,1.500000000000,-75.825486527268
2.490867973000,1.000000000000,1.500000000000,-75.800697947884
1.555634918600,1.100000000000,1.100000000000,-75.945955382827
1.802134497400,1.100000000000,1.100000000000,-75.951950621064
1.993877131500,1.100000000000,1.100000000000,-75.938520450025
2.125036817800,1.100000000000,1.100000000000,-75.915397572349
2.191628335800,1.100000000000,1.100000000000,-75.896986433454
1.627882059600,1.100000000000,1.200000000000,-75.926622755818
1.884922592100,1.100000000000,1.200000000000,-75.930436307088
2.084936279500,1.100000000000,1.200000000000,-75.915655087949
2.221780157000,1.100000000000,1.200000000000,-75.891148259170
2.291264381900,1.100000000000,1.200000000000,-75.871189945110
1.702938636600,1.100000000000,1.300000000000,-75.904095235117
1.969308916800,1.100000000000,1.300000000000,-75.905952492771
2.176780320500,1.100000000000,1.300000000000,-75.890104776385
2.318799830700,1.100000000000,1.300000000000,-75.864388352516
2.390930817400,1.100000000000,1.300000000000,-75.842710841948
1.780449381500,1.100000000000,1.400000000000,-75.880546561416
2.055096601500,1.100000000000,1.400000000000,-75.880727753645
2.269313957500,1.100000000000,1.400000000000,-75.864136495510
2.416062549600,1.100000000000,1.400000000000,-75.837484220682
2.490623994000,1.100000000000,1.400000000000,-75.813949515960
1.860107523800,1.100000000000,1.500000000000,-75.857096263633
2.142117287400,1.100000000000,1.500000000000,-75.855893532969
2.362456160900,1.100000000000,1.500000000000,-75.838889916433
2.513540099600,1.100000000000,1.500000000000,-75.811665135751
2.590340824100,1.100000000000,1.500000000000,-75.786201281562
1.697056274800,1.200000000000,1.200000000000,-75.907143546617
1.965964906300,1.200000000000,1.200000000000,-75.909199266953
2.175138688900,1.200000000000,1.200000000000,-75.893431433856
2.318221983100,1.200000000000,1.200000000000,-75.867858804733
2.390867275400,1.200000000000,1.200000000000,-75.846496616364
1.769180601300,1.200000000000,1.300000000000,-75.884503075565
2.048683198300,1.200000000000,1.300000000000,-75.884979506318
2.266163573600,1.200000000000,1.300000000000,-75.868468947372
2.414953262400,1.200000000000,1.300000000000,-75.842013245355
2.490501995500,1.200000000000,1.300000000000,-75.819130131857
1.843908891500,1.200000000000,1.400000000000,-75.860874107764
2.132882481900,1.200000000000,1.400000000000,-75.859995902017
2.357915683100,1.200000000000,1.400000000000,-75.843015599265
2.511940556000,1.200000000000,1.400000000000,-75.815941337100
2.590164869300,1.200000000000,1.400000000000,-75.791465416357
1.920937271200,1.200000000000,1.500000000000,-75.837368855088
2.218394130000,1.200000000000,1.500000000000,-75.835372262390
2.450313325900,1.200000000000,1.500000000000,-75.818200353821
2.609155314200,1.200000000000,1.500000000000,-75.790840601354
2.689852767500,1.200000000000,1.500000000000,-75.764770195856
1.838477631100,1.300000000000,1.300000000000,-75.861771893845
2.129795315200,1.300000000000,1.300000000000,-75.861006525887
2.356400246300,1.300000000000,1.300000000000,-75.844042313452
2.511407148400,1.300000000000,1.300000000000,-75.817036500224
2.590106215000,1.300000000000,1.300000000000,-75.792898902601
1.910497317500,1.300000000000,1.400000000000,-75.838076275805
2.212454140000,1.300000000000,1.400000000000,-75.836245496802
2.447395942500,1.300000000000,1.400000000000,-75.819056661413
2.608128154400,1.300000000000,1.400000000000,-75.791751429689
2.689739805400,1.300000000000,1.400000000000,-75.766361115237
1.984943324100,1.300000000000,1.500000000000,-75.814524048003
2.296492664700,1.300000000000,1.500000000000,-75.811815191585
2.539069057300,1.300000000000,1.500000000000,-75.794632398042
2.705087627900,1.300000000000,1.500000000000,-75.767324540872
2.789399619400,1.300000000000,1.500000000000,-75.740749343960
1.979898987300,1.400000000000,1.400000000000,-75.814331310882
2.293625724000,1.400000000000,1.400000000000,-75.811684166851
2.537661803700,1.400000000000,1.400000000000,-75.794478743126
2.704592313600,1.400000000000,1.400000000000,-75.767173907946
2.789345154700,1.400000000000,1.400000000000,-75.740944077303
2.051828452900,1.400000000000,1.500000000000,-75.790745221090
2.376233280200,1.400000000000,1.500000000000,-75.787426799912
2.628632336500,1.400000000000,1.500000000000,-75.770394892024
2.801304463300,1.400000000000,1.500000000000,-75.743349093159
2.888977771200,1.400000000000,1.500000000000,-75.716407639717
2.121320343600,1.500000000000,1.500000000000,-75.767138005793
2.457456132900,1.500000000000,1.500000000000,-75.763319511751
2.718923361100,1.500000000000,1.500000000000,-75.746595552993
2.897777478900,1.500000000000,1.500000000000,-75.720034554535
2.988584094300,1.500000000000,1.500000000000,-75.692898674098
